,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,45,Cole Aldrich,C,6-11,250,1988-10-31,US,6,Kansas
1,88,Nemanja Bjelica,PF,6-10,234,1988-05-09,RS,1,
2,18,Omri Casspi,PF,6-9,225,1988-06-22,IL,7,
3,5,Gorgui Dieng,PF,6-10,252,1990-01-18,SN,3,Louisville
4,3,Kris Dunn,PG,6-3,205,1994-03-18,US,R,Providence
5,27,Jordan Hill,C,6-10,235,1987-07-27,US,7,Arizona
6,1,Tyus Jones,PG,6-0,196,1996-05-10,US,1,Duke
7,8,Zach LaVine,SG,6-5,200,1995-03-10,US,2,UCLA
8,11,John Lucas III,PG,5-11,166,1982-11-21,US,7,"Baylor, Oklahoma State"
9,15,Shabazz Muhammad,SF,6-6,223,1992-11-13,US,3,UCLA
10,33,Adreian Payne,PF,6-10,237,1991-02-19,US,2,Michigan State
11,9,Ricky Rubio,PG,6-2,190,1990-10-21,ES,5,
12,4,Brandon Rush,SG,6-6,220,1985-07-07,US,8,Kansas
13,7,Lance Stephenson,SG,6-6,230,1990-09-05,US,6,Cincinnati
14,32,Karl-Anthony Towns,C,6-11,248,1995-11-15,US,1,Kentucky
15,22,Andrew Wiggins,SF,6-7,197,1995-02-23,CA,2,Kansas
