,TEAM,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Attend./G,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS
10,DEN_2008,28.5,50.0,32.0,51,31,3.71,0.03,3.74,110.0,106.3,3.7,99.7,0.358,0.228,0.557,0.51,12.9,25.5,0.269,0.499,14.1,72.1,0.203,17365,82,19855,40.1,85.3,0.47,6.9,19.4,0.355,33.2,65.8,0.504,22.9,30.5,0.751,11.1,32.7,43.8,24.5,9.1,6.7,14.6,21.0,110.0,82,19855,39.4,86.6,0.455,6.8,19.0,0.357,32.6,67.6,0.482,20.8,27.8,0.748,10.9,33.5,44.4,23.1,7.5,5.2,14.6,22.3,106.4
11,TOR_2008,26.3,41.0,41.0,49,33,2.9,-0.44,2.47,110.2,107.0,3.2,90.2,0.247,0.217,0.551,0.511,11.4,23.4,0.2,0.505,13.5,75.0,0.205,19435,82,19905,40.2,90.2,0.446,7.8,21.8,0.356,32.5,68.5,0.475,21.0,26.8,0.782,13.6,32.4,46.0,21.7,8.5,5.3,14.6,21.6,109.2,82,19705,37.8,82.1,0.461,6.6,18.5,0.357,31.2,63.6,0.491,24.1,32.3,0.749,11.0,29.5,40.5,21.3,8.1,5.5,17.1,24.7,106.5
12,GSW_2008,25.5,48.0,34.0,47,35,2.21,0.17,2.38,111.8,109.5,2.3,98.8,0.276,0.295,0.548,0.511,11.5,27.2,0.208,0.509,14.7,70.3,0.258,19631,82,19830,38.9,83.8,0.464,6.5,17.5,0.373,32.4,66.4,0.488,23.2,29.0,0.798,10.6,31.4,42.0,20.0,8.3,4.3,16.8,23.5,107.5,82,19830,40.3,88.1,0.458,8.3,22.6,0.368,32.0,65.5,0.489,18.0,23.2,0.776,11.1,34.6,45.8,24.1,6.3,4.5,15.4,20.2,107.0
13,PHI_2008,25.3,40.0,42.0,42,40,0.41,-0.23,0.19,106.4,106.0,0.4,90.4,0.321,0.143,0.522,0.482,13.4,31.8,0.227,0.504,15.1,72.0,0.205,14870,82,19905,40.3,89.8,0.448,7.4,19.6,0.377,32.9,70.2,0.468,19.4,25.3,0.767,12.4,33.4,45.8,23.8,6.2,4.9,14.5,22.5,107.3,82,19805,38.8,85.7,0.453,7.4,19.8,0.375,31.4,65.9,0.476,22.1,28.9,0.766,11.9,33.6,45.5,23.4,8.4,6.1,16.3,22.7,107.2
14,WAS_2008,27.2,43.0,39.0,40,42,-0.33,-0.28,-0.61,109.2,109.6,-0.4,89.5,0.297,0.241,0.535,0.489,12.5,28.9,0.233,0.513,13.5,72.8,0.217,17962,82,19730,40.3,88.0,0.457,8.1,22.1,0.369,32.1,66.0,0.487,18.5,24.3,0.761,10.6,35.8,46.4,23.5,7.1,4.6,14.2,21.1,107.2,82,19755,38.5,84.8,0.454,7.5,19.5,0.386,30.9,65.2,0.474,23.0,30.4,0.757,11.6,34.8,46.4,22.6,8.2,5.2,16.1,22.2,107.5
15,CLE_2008,27.1,45.0,37.0,40,42,-0.35,-0.17,-0.53,106.0,106.4,-0.4,90.2,0.308,0.231,0.52,0.48,13.1,30.4,0.221,0.494,12.9,75.9,0.24,20465,82,19855,39.5,87.0,0.454,5.1,14.3,0.356,34.4,72.7,0.473,22.8,29.6,0.772,13.4,32.6,46.0,23.9,8.0,5.9,16.2,22.2,106.9,82,19780,42.3,92.7,0.456,5.9,16.7,0.353,36.4,76.0,0.479,17.7,23.6,0.749,13.8,31.4,45.2,20.2,7.5,3.9,13.8,21.7,108.1
16,POR_2008,24.1,41.0,41.0,38,44,-0.98,0.45,-0.52,107.3,108.4,-1.1,87.9,0.281,0.218,0.532,0.489,12.6,26.8,0.216,0.491,12.1,71.8,0.212,19550,82,19730,40.4,90.2,0.448,7.8,23.0,0.342,32.6,67.2,0.485,18.1,24.9,0.726,13.5,35.8,49.3,23.7,8.1,5.7,15.1,21.7,106.8,82,19905,40.9,90.7,0.451,7.3,20.6,0.356,33.6,70.2,0.479,19.2,25.1,0.766,13.1,33.8,46.9,23.5,6.7,4.1,14.1,22.7,108.4
17,IND_2008,26.7,36.0,46.0,37,45,-1.4,-0.46,-1.87,106.0,107.5,-1.5,97.7,0.292,0.289,0.54,0.498,13.5,24.4,0.224,0.498,14.1,73.9,0.271,12222,82,19755,41.1,89.3,0.46,4.1,12.8,0.317,37.0,76.5,0.483,20.3,28.7,0.706,14.3,31.8,46.2,22.5,9.6,5.4,15.7,21.8,106.4,82,19855,41.3,89.4,0.463,6.8,18.8,0.362,34.6,70.6,0.489,19.4,25.8,0.752,12.8,31.7,44.5,24.2,8.2,5.6,14.9,23.8,108.9
18,ATL_2008,24.2,37.0,45.0,36,46,-1.82,-0.41,-2.23,106.9,108.9,-2.0,91.1,0.34,0.165,0.535,0.483,14.0,29.7,0.263,0.501,12.9,71.7,0.217,16281,82,19755,38.6,87.0,0.444,9.4,25.1,0.374,29.2,61.8,0.472,19.5,25.4,0.768,11.2,32.7,44.0,23.2,7.7,5.1,15.4,23.9,106.0,82,19805,41.0,87.8,0.467,6.4,18.3,0.349,34.6,69.5,0.498,20.7,27.6,0.751,12.1,35.0,47.0,24.1,7.8,5.1,14.6,23.3,109.1
19,SAC_2008,27.3,38.0,44.0,35,47,-2.26,0.4,-1.86,107.5,109.9,-2.4,94.7,0.346,0.208,0.556,0.503,14.8,25.2,0.276,0.51,13.9,71.7,0.256,14151,82,19855,39.4,89.8,0.439,7.4,20.7,0.358,32.0,69.1,0.463,19.8,27.6,0.717,14.6,34.4,49.0,22.0,7.8,5.7,15.4,23.0,106.0,82,19830,39.5,86.6,0.456,7.1,19.2,0.369,32.4,67.4,0.48,23.5,30.6,0.768,11.9,33.3,45.2,23.9,8.8,4.8,14.5,24.3,109.4
20,CHI_2008,25.7,33.0,49.0,32,50,-3.09,-0.11,-3.19,103.9,107.2,-3.3,93.0,0.296,0.19,0.515,0.47,13.4,28.9,0.223,0.496,14.2,73.1,0.258,21988,82,19855,40.0,89.3,0.449,6.0,17.4,0.344,34.1,71.9,0.474,19.2,26.2,0.733,14.0,31.3,45.2,23.3,7.2,4.8,16.0,23.1,105.3,82,19880,41.0,87.9,0.466,6.8,19.1,0.355,34.2,68.7,0.497,20.7,27.6,0.747,13.1,34.0,47.2,23.5,8.2,6.3,15.5,22.6,109.4
21,CHA_2008,26.3,32.0,50.0,29,53,-4.38,-0.11,-4.49,104.6,109.4,-4.8,91.8,0.323,0.22,0.532,0.492,13.9,25.6,0.23,0.505,13.4,71.0,0.235,14717,82,19805,38.9,85.7,0.454,7.9,22.6,0.349,31.0,63.0,0.492,19.3,26.7,0.723,10.8,32.6,43.4,20.0,6.4,4.9,15.9,20.2,105.0,82,19830,41.3,89.6,0.461,7.6,19.8,0.385,33.7,69.8,0.482,19.3,25.7,0.749,12.1,33.4,45.4,25.1,8.9,5.5,13.6,20.2,109.5
22,NJN_2008,27.4,34.0,48.0,27,55,-5.06,-0.09,-5.15,104.0,109.4,-5.4,91.5,0.347,0.222,0.528,0.481,14.2,26.6,0.255,0.497,12.7,73.8,0.271,15657,82,19880,39.1,89.0,0.439,6.5,19.2,0.337,32.6,69.9,0.467,20.1,27.6,0.727,13.6,32.4,45.9,20.2,6.9,2.8,15.6,23.2,104.7,82,19780,40.2,85.9,0.468,7.0,19.1,0.368,33.2,66.8,0.496,22.2,29.2,0.759,12.9,34.4,47.3,23.8,7.0,5.1,17.0,21.3,109.5
23,MEM_2008,24.5,22.0,60.0,25,57,-6.21,0.45,-5.76,105.0,111.4,-6.4,95.3,0.311,0.264,0.539,0.5,14.0,23.8,0.225,0.521,12.2,73.4,0.196,12770,82,19880,38.9,86.2,0.452,7.0,19.0,0.367,32.0,67.2,0.476,19.9,27.8,0.714,11.7,32.1,43.8,23.0,8.1,5.3,15.8,23.4,104.6,82,19905,40.6,88.1,0.461,9.2,23.8,0.386,31.4,64.3,0.489,19.1,25.3,0.754,12.1,33.4,45.5,26.4,7.1,4.9,15.5,22.3,109.6
24,NYK_2008,25.7,23.0,59.0,23,59,-6.61,0.06,-6.55,104.7,111.9,-7.2,91.6,0.31,0.215,0.518,0.475,13.4,28.6,0.226,0.518,12.1,72.7,0.229,19116,82,19830,37.8,85.3,0.443,6.6,18.9,0.348,31.2,66.4,0.47,21.8,29.6,0.736,12.1,33.3,45.4,25.5,6.9,5.2,16.3,24.5,104.0,82,19830,40.1,86.1,0.466,7.6,20.5,0.373,32.5,65.6,0.495,22.0,29.2,0.753,12.4,31.5,43.9,24.0,8.5,5.8,16.0,24.2,109.9
25,MIN_2008,24.6,22.0,60.0,23,59,-6.78,0.52,-6.26,103.8,111.2,-7.4,91.9,0.248,0.185,0.518,0.484,13.6,27.5,0.183,0.513,12.9,73.6,0.269,14477,82,19805,38.9,89.4,0.435,6.2,17.0,0.363,32.7,72.4,0.452,20.0,26.4,0.756,13.7,32.3,45.9,23.6,8.3,5.6,15.6,23.2,103.9,82,19830,40.6,86.9,0.468,7.4,20.1,0.369,33.2,66.8,0.497,21.3,28.2,0.755,12.3,35.1,47.4,24.4,8.5,4.6,15.6,22.1,110.0
26,MIL_2008,25.8,26.0,56.0,23,59,-6.89,-0.03,-6.92,105.3,112.8,-7.5,91.3,0.294,0.195,0.522,0.482,13.7,30.0,0.215,0.524,13.0,73.0,0.25,15596,82,19730,40.7,90.3,0.451,5.8,16.7,0.35,34.9,73.6,0.474,16.5,22.4,0.736,12.8,32.1,44.9,21.6,8.2,4.1,15.7,25.0,103.8,82,19730,40.5,85.8,0.472,7.2,20.1,0.357,33.3,65.7,0.507,23.1,30.0,0.769,11.5,33.7,45.2,25.1,8.1,6.2,14.6,19.0,111.2
27,LAC_2008,28.5,23.0,59.0,21,61,-7.27,0.71,-6.56,101.2,109.1,-7.9,92.1,0.338,0.167,0.519,0.465,13.7,23.1,0.264,0.503,12.8,73.1,0.236,16888,82,19805,37.1,84.8,0.438,4.6,14.2,0.324,32.5,70.6,0.46,22.4,28.7,0.781,10.5,32.8,43.3,22.8,7.3,5.2,15.5,23.0,101.2,82,19805,43.2,90.0,0.48,7.5,20.7,0.364,35.6,69.3,0.514,17.6,22.8,0.774,11.8,34.6,46.4,25.0,9.0,5.1,13.9,23.4,111.4
28,SEA_2008,25.4,20.0,62.0,19,63,-8.76,0.72,-8.04,100.5,109.5,-9.0,96.3,0.265,0.134,0.509,0.467,14.3,26.8,0.204,0.503,11.9,73.7,0.215,13355,82,19830,37.7,85.0,0.443,6.6,18.4,0.358,31.1,66.6,0.467,18.6,25.5,0.727,10.0,31.4,41.4,22.0,7.9,4.8,16.1,22.4,100.5,82,19880,41.9,88.4,0.474,7.7,21.0,0.369,34.2,67.4,0.507,20.2,27.4,0.739,12.2,33.9,46.1,23.4,8.2,5.7,13.8,21.9,111.9
29,MIA_2008,27.4,15.0,67.0,18,64,-8.65,0.11,-8.53,100.5,110.0,-9.5,90.2,0.3,0.217,0.522,0.482,14.4,22.1,0.218,0.51,13.6,71.9,0.245,19464,82,19830,39.3,88.3,0.444,3.9,11.8,0.333,35.3,76.5,0.462,18.0,23.4,0.77,12.2,33.8,46.0,22.0,6.7,5.0,16.5,21.1,100.5,82,19855,41.6,86.8,0.48,7.8,20.2,0.384,33.9,66.6,0.509,21.7,28.3,0.766,11.5,32.6,44.1,25.3,8.6,5.3,14.9,22.9,112.8
